Record ID,Title,Type,Language,Subject Classification,System 1,Code,System 2,Code,System 3,Code,Gold,Gold Code
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Gewöhnliche Differentialgleichung | gnd:4020929-5,III,Differentialrechnung | gnd:4012252-9,III,Mathematik | gnd:4037944-9,III,Differentialrechnung | gnd:4012252-9,TP
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Mathematik | gnd:4037944-9,YYY,Taylor-Formel | gnd:4184549-3,YYY,Differentialrechnung | gnd:4012252-9,YYY,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Integraltransformation | gnd:4027235-7,Y,Eulersche Formel | gnd:4359957-6,Y,Differentiation Mathematik | gnd:4149787-9,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Matrix Mathematik | gnd:4037968-1,III,,III,Infinitesimalrechnung | gnd:4072798-1,III,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Integralrechnung | gnd:4027232-1,N,,N,Schulbuch | gnd:4053458-3,N,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Vektorrechnung | gnd:4062471-7,Y,,Y,Taylor-Reihe | gnd:4184548-1,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Lineare Algebra | gnd:4035811-2,Y,,Y,Taylor-Formel | gnd:4184549-3,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Analysis | gnd:4001865-9,III,,III,Analysis | gnd:4001865-9,III,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Fourier-Reihe | gnd:4155109-6,NNN,,NNN,Differenzierung | gnd:4121138-8,NNN,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Wahrscheinlichkeitsrechnung | gnd:4064324-4,Y,,Y,Ableitung Infinitesimalrechnung | gnd:4233840-2,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Differentialrechnung | gnd:4012252-9,Y,,Y,Komplexe Zahl | gnd:4128698-4,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Statistik | gnd:4056995-0,NNN,,NNN,Wirtschaftsmathematik | gnd:4066472-7,NNN,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Lineares Gleichungssystem | gnd:4035826-4,Y,,Y,Eulersche Formel | gnd:4359957-6,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Reelle Analysis | gnd:4627581-2,Y,,Y,Trigonometrische Funktion | gnd:4186137-1,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Elektrotechnik | gnd:4014390-9,Y,,Y,Reelle Analysis | gnd:4627581-2,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Differentialgleichung | gnd:4012249-9,Y,,Y,Schulmathematik | gnd:4153188-7,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Numerische Mathematik | gnd:4042805-9,NNN,,NNN,Lehrbuch | gnd:4123623-3,NNN,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Beweis | gnd:4132532-1,Y,,Y,Folge Mathematik | gnd:4017790-7,Y,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Studienanfang | gnd:4183829-4,N,,N,Eulersche Konstante | gnd:4227778-4,N,,
3A1030104697,Differenzialrechnung leicht gemacht!,Book,de,(classificationName=linsearch:mapping)mat,Theoretische Physik | gnd:4117202-4,Y,,Y,Reihenentwicklung | gnd:4153066-4,Y,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Ingenieurwissenschaften | gnd:4137304-2,YYY,Finite-Elemente-Methode | gnd:4017233-8,YYY,Finite-Elemente-Methode | gnd:4017233-8,YYY,Computational mechanics | gnd:1103156357,TP
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Finite-Elemente-Methode | gnd:4017233-8,YYY,R Programm | gnd:4705956-4,YYY,R Programm | gnd:4705956-4,YYY,Finite-Elemente-Methode | gnd:4017233-8,TP
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Mathematik | gnd:4037944-9,III,Mechanik | gnd:4038168-7,III,Mechanik | gnd:4038168-7,III,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Technische Mechanik | gnd:4059231-5,YYY,Visualisierung | gnd:4188417-6,YYY,Technische Mechanik | gnd:4059231-5,YYY,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Dynamik | gnd:4013384-9,YYY,,YYY,Computational mechanics | gnd:1103156357,YYY,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Statik | gnd:4056987-1,Y,,Y,Mechanisches System | gnd:4132811-5,Y,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Kontinuumsmechanik | gnd:4032296-8,I,,I,Programmiersprache | gnd:4047409-4,I,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Gittererzeugung | gnd:4402542-7,N,,N,Baumechanik | gnd:4355658-9,N,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Python Programmiersprache | gnd:4434275-5,I,,I,Programm | gnd:4047394-6,I,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",MATLAB | gnd:4329066-8,YYY,,YYY,Programmierung | gnd:4076370-5,YYY,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Numerische lineare Algebra | gnd:1172564329,NNN,,NNN,Maschinenbau | gnd:4037790-8,NNN,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Triangulation | gnd:4186017-2,N,,N,Visualisierung | gnd:4188417-6,N,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Quadraturformel | gnd:4295299-2,I,,I,Problemlösen | gnd:4076358-4,I,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Randwertproblem | gnd:4048395-2,Y,,Y,Implementation | gnd:4026661-8,Y,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Analysis | gnd:4001865-9,N,,N,Dynamik | gnd:4013384-9,N,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Verbundwerkstoff | gnd:4062670-2,YYY,,YYY,Mathematisches Modell | gnd:4114528-8,YYY,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Mathematisches Modell | gnd:4114528-8,YYY,,YYY,Strukturmechanik | gnd:4126904-4,YYY,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",ABAQUS | gnd:7658716-2,N,,N,C Programmiersprache | gnd:4113195-2,N,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Schadensmechanik | gnd:4194956-0,N,,N,Dynamische Analyse | gnd:4215169-7,N,,
3A101152354X,Finite element computations in mechanics with R : a problem-centered programming approach,Book,en,"(classificationName=linsearch:mapping)tec,(classificationName=linsearch:mapping)mat,(classificationName=linsearch:mapping)phy",Programmierung | gnd:4076370-5,N,,N,Theorie | gnd:4059787-8,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Differenzierbare Abbildung | gnd:4149802-1,YYY,Minimale Immersion | gnd:4120739-7,YYY,Dimension 3 | gnd:4321722-9,YYY,Mannigfaltigkeit | gnd:4037379-4,TP
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Faser Mathematik | gnd:4153750-6,YYY,Stabile Abbildung | gnd:4121712-3,YYY,Mannigfaltigkeit | gnd:4037379-4,YYY,Klassifikation | gnd:4030958-7,FNM
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Differentialtopologie | gnd:4012255-4,YYY,Einfache Singularität | gnd:4151268-6,YYY,Singularität Mathematik | gnd:4077459-4,YYY,Immersion (Topologie) | gnd:4161350-8,FNM5
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Singularität Mathematik | gnd:4077459-4,N,,N,Karte | gnd:4029783-4,N,Stabile Abbildung | gnd:4121712-3,FNM
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Topologische Mannigfaltigkeit | gnd:4185712-4,N,,N,Topologische Mannigfaltigkeit | gnd:4185712-4,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Diffeomorphismus | gnd:4149767-3,N,,N,Kartierung | gnd:4029803-6,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Auflösung | gnd:4193468-4,N,,N,Immersion Topologie | gnd:4161350-8,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Keim Mathematik | gnd:4030157-6,Y,,Y,Immersion Differentialgeometrie | gnd:4191446-6,Y,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Mannigfaltigkeit | gnd:4037379-4,III,,III,Abbildung Mathematik | gnd:4000044-8,III,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Abbildung Mathematik | gnd:4000044-8,I,,I,Differenzierbare Abbildung | gnd:4149802-1,I,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Geometrie | gnd:4020236-7,Y,,Y,Liften Mathematik | gnd:4167655-5,Y,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Topologie | gnd:4060425-1,Y,,Y,Ebene | gnd:4150968-7,Y,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Floer-Homologie | gnd:109388973X,N,,N,Stabiles Bündel | gnd:4193463-5,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Knotentheorie | gnd:4164318-5,N,,N,Klassieren | gnd:4030957-5,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Dimension 4 | gnd:4338676-3,N,,N,Harmonische Abbildung | gnd:4023452-6,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Glatte Mannigfaltigkeit | gnd:4157471-0,N,,N,Stabile Homotopiegruppe | gnd:4234506-6,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Dimension 3 | gnd:4321722-9,N,,N,Stabiles Vektorraumbündel | gnd:4288551-6,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Niederdimensionale Topologie | gnd:4280826-1,III,,III,Differentialtopologie | gnd:4012255-4,III,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Glatte Fläche | gnd:4157467-9,N,,N,Affine Abbildung | gnd:4141560-7,N,,
3A1655160516,Classifying Immersions into ℝ4 over Stable Maps of 3-Manifolds into ℝ2,Book,en,(classificationName=linsearch:mapping)mat,Glatte Kurve | gnd:4157470-9,N,,N,Äquivariante stabile Homotopietheorie | gnd:4128137-8,N,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Differenzierbares dynamisches System | gnd:4137931-7,YYY,Dynamisches System | gnd:4013396-5,YYY,Singularität Mathematik | gnd:4077459-4,YYY,Singularität (Mathematik) | gnd:4077459-4,TP
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Dynamisches System | gnd:4013396-5,YYY,Invariante Mannigfaltigkeit | gnd:4348147-4,YYY,Invariante Mannigfaltigkeit | gnd:4348147-4,YYY,Dynamisches System | gnd:4013396-5,TP
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Ergodentheorie | gnd:4015246-7,YYY,Singuläre Störung | gnd:4055100-3,YYY,Entropie | gnd:4014894-4,YYY,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Endomorphismus | gnd:4280121-7,YYY,,YYY,Dynamisches System | gnd:4013396-5,YYY,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Unendlichdimensionales System | gnd:4207956-1,III,,III,Glatte Mannigfaltigkeit | gnd:4157471-0,III,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Verzweigung Mathematik | gnd:4078889-1,YYY,,YYY,Billard Mathematik | gnd:4605041-3,YYY,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Hyperbolische Mannigfaltigkeit | gnd:4161044-1,Y,,Y,Ljapunov-Exponent | gnd:4123668-3,Y,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Entropie | gnd:4014894-4,Y,,Y,Glatte Abbildung | gnd:4157465-5,Y,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Globale Analysis | gnd:4021285-3,III,,III,Invariante | gnd:4128781-2,III,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Geometrie | gnd:4020236-7,N,,N,Billard | gnd:4006693-9,N,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Blätterung | gnd:4007006-2,I,,I,Invarianz | gnd:4120518-2,I,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Mannigfaltigkeit | gnd:4037379-4,III,,III,Mannigfaltigkeit | gnd:4037379-4,III,,
3A1655292307,"Invariant Manifolds, Entropy and Billiards; Smooth Maps with Singularities",Book,en,(classificationName=linsearch:mapping)mat,Kompakte Mannigfaltigkeit | gnd:4164848-1,III,,III,Glattheit Mathematik | gnd:4301805-1,III,,
